-0.03415715 , -0.4972150651459186 , -3.339740618151649 , -3.8573891815780303 , 0.043471392 , -0.7948114096919269 , 0.06464508 , -1.77750213841202 , -0.09210913889944558 , -0.7558504317388771 , -1.7314563353836978 , -2.603298372839482 , -2.926129281244109 , -1.1979170642381223 , -1.4703976965410246 , -1.8280030389642534 , -2.522748002949934 , -0.39958406419576864 , -3.234109844378739 , -1.2791955578054486 , -2.6484888858823368 , -0.21056129804728027 , -2.516143358994037 , -0.14940357 , -2.657056986063179 , -0.05982317 , -0.6523053642348637 , -1.1204788920149205 , 0.046258204 , -0.09487238 , -3.2461260977504347 , -2.9377828856646047 , -1.4115297845648136 , -2.1005309638276612 , -0.4059982 , -4.125963850055473 , -0.3991844434405166 , -1.8177936474616898 , -3.318204662411373 , -0.7522923396283975 , -2.3500163450066407 , -1.1461708672060509 , 0.05637636 , -2.465004329452475 , -3.1267032818918867 , -4.119066774774377 , -0.9581826278566674 , -0.015071433270990057 , -0.5259395273290489 , -0.09615240817179291 , 0.011186499 , -3.5505224669845434 , -3.468166634574492 , -1.2630425887748435 , -1.3543754124285268 , -0.04345943 , -1.891278571335755 , -1.5575380107763805 , -0.027870273 , -0.24242619937682014 , -3.503256380746017 , 0.04090936 , -3.3470294304597306 , -3.4707230759319936 , -2.6827678450824446 , -0.734491483467723 , 0.03194951 , -1.2981885098345716 , 0.42681932 , -0.1418265775772611 , 0.027966514 , -2.5332307806213112 , 0.015542541684294052 , -0.6311461864375811 , -2.911948531170136 , -1.3066281706047926 , -3.0564758331693143 , -3.857868547188937 , -2.8434761473668053 , -2.061962521104134 , -0.6505004891523292 , -3.0593679211956797 , -0.013660443 , 0.06872522 , -2.684684445059556 , -0.33017244812589464 , -3.167352518217429 , -1.999124521576656 , -0.4625555466514934 , -4.030122305158726 , 0.065908134 , -4.512515496371817 , -2.13257782345352 , -1.6886616634815046 , -2.464223699132142 , -2.366054574864655 , -1.2297434946422257 , -2.380464347954516 , -0.3031530631961612 , -2.002510900008608 , -0.9696471869508572 , -0.3463474177900569 , -0.21885678450835894 , -0.4959310677050482 , -4.297621855404011 , -3.851519648654049 , -2.0595886429805828 , -0.3833860905660956 , -0.6352603198452511 , -1.2032005565847004 , -0.3636602787450193 , -2.4190971165395383 , -3.4255354963422913 , -2.4023090998802124 , -0.461351987193369 , -2.057126547309919 , -0.010800618 , -2.3217575800372394 , -0.6720244421368575 , -1.9815909324062184 , -31.436241982934902 , -23.94180123664425 , -27.18344763809541 , -24.5963377131605 , -22.931880058797383 , -28.898887348759065 , -26.399565445443827 , -24.836137759150475 , 
-0.20102191418517357 , 
