0.026008256204481633 , 0.012575583589216966 , -0.026739368447202264 , -0.03351117617040981 , -0.05833309058603872 , 0.0691392804789874 , 0.019481505281759355 , -0.0719795644354279 , -0.05246271393442574 , -0.5282558947945294 , 0.06934804599590133 , 0.07617502857948953 , -0.09058605936395957 , 0.05717093341312941 , 0.056286218186364576 , 0.18995031109013094 , -0.05943520151584066 , -0.07046145749238777 , 0.056776686888714165 , -0.04274269395244926 , 0.07667288846068636 , 0.019366603771747842 , 0.12083836602693197 , 0.09785183703559377 , 0.0032228659183690736 , 0.061846266028278134 , 0.08907868377854863 , 0.058400697578077164 , -0.047678143794825406 , 0.09264589127970083 , 0.008377430011929202 , 0.06155379897337649 , -0.017915093764623198 , -0.0793212192134761 , -0.4156533597454106 , 0.01916164364318298 , -0.17986363574942413 , -0.023874463906800012 , 0.08082762043461365 , -0.0882474489941141 , 0.035458533316613285 , 0.15693239552013968 , -0.023866069012117918 , 0.0668950967655712 , -0.026482955594378032 , -0.03981373908999328 , 0.055344280202285885 , 0.001121945918839234 , -0.09012762824124079 , -0.06535431258447282 , -0.07311434909427186 , 0.08112132668513244 , -0.005743700296084534 , -0.08544656098971909 , -0.10959218232291083 , 0.004567335320842329 , -0.19010440115652988 , 0.02983151685436772 , -0.038315099628885754 , 0.0032989108279020463 , 0.011325229222381467 , -0.129592880975542 , -0.06456463805822928 , -0.14764987641629476 , -0.008798309305164651 , -0.005929316201608724 , -0.053275080215047906 , -0.015611447954877473 , -0.08702323788328485 , -0.03126312706390596 , -0.06053944811890611 , 0.059545188665080406 , -0.05634288784434455 , -0.04105903466476459 , -0.04916244122541436 , 0.023652580227377804 , 0.07492420645715851 , 0.06370987596823963 , 0.10249198316151269 , 0.19110362050872645 , -0.0398881742010516 , -0.01262733005833251 , 0.08741563986926172 , -0.01583652384681884 , -0.11785221691554756 , 0.020305331546302662 , 0.06094894041419645 , -0.12081774714718832 , 0.06624237191249083 , -0.09989264576300479 , -0.004954382906500702 , 0.04646658640700014 , -0.08199148187487734 , 0.07158370615164346 , 0.009709636006739946 , -0.05504810239960639 , -0.022274331289442215 , -0.03629909667705756 , 0.006985531671704426 , 0.03684105787380216 , -0.1055823805737189 , -0.25481300734393453 , 0.05678724393900013 , 0.07650723736977433 , -0.003220446883148175 , -0.11012405023900793 , 0.11050768060387739 , 0.01165113327045448 , 0.01334131494498292 , 0.06088646241397747 , -0.10083346128124512 , 0.03802710024672504 , 0.11254467206707527 , -0.019258950295672123 , -0.19546198506852522 , -0.03654897052071003 , 0.05441487257226507 , -0.046068684912614954 , -0.13551746461860467 , 0.09719458225245357 , 
0.15086297030875587 , 
