-0.032040183676618865 , -2.391880132983935 , -8.733472612919073 , -8.2186915220944 , 0.04579126797031227 , -4.540661692881533 , 0.0664378319302356 , -6.062956264391446 , -2.234937555769399 , -3.783386424583026 , -5.936954618801746 , -6.461505353843074 , -6.590348408041094 , -5.440864793084637 , -5.676836969769591 , -5.918572180487498 , -6.192230480600023 , -4.470843732118613 , -6.42498303162872 , -5.545876251518711 , -6.132914211844118 , -4.39074965042196 , -6.121416819186314 , -0.14864258615303985 , -6.075231110430942 , -0.05728746472793844 , -5.070634892040671 , -5.446350727364862 , 0.05093809388596534 , -0.09423443388206564 , -6.216963694872698 , -6.090492916389046 , -5.627118500099413 , -5.892339646813197 , -0.4044397169055629 , -6.246079334259869 , -4.807290932516035 , -5.887828820395005 , -6.043777446676923 , -5.245671167128031 , -5.706212291913028 , -5.525970527287815 , 0.057005525921011574 , -5.867122231143062 , -5.978299067225024 , -6.191007632505263 , -5.406292339431408 , -4.338765087819336 , -5.146808408797001 , -4.438689106095243 , 0.012449763890659252 , -6.061170946462812 , -6.016803250653928 , -5.5871496399145695 , -5.549509307332627 , -0.041985926383406834 , -5.708634796217027 , -5.626715567149072 , -0.02784358492090162 , -4.927903064827508 , -5.930706247894031 , 0.04096949325381454 , -5.957479327614663 , -5.9075566030439735 , -5.795632814373269 , -5.36065854182342 , 0.03471976106981196 , -5.646775141868928 , 0.4370977782379487 , -4.811834728883427 , 0.03324985339891535 , -5.772126090431097 , -4.3442337399353566 , -5.285771709857687 , -5.699398619692001 , -5.612746090007891 , -5.9691265832575064 , -5.964833050061891 , -5.876453821379505 , -5.767096583956981 , -5.306083847535761 , -5.843275747929851 , -0.012959956441733339 , 0.07147243792365049 , -5.836795655940476 , -5.131100126766288 , -5.833834296917821 , -5.597483892931228 , -5.26953333001851 , -5.973548551558247 , 0.06773070202503403 , -5.90972670619087 , -5.692159161804729 , -5.6451450235174265 , -5.824311339918591 , -5.824370861056253 , -5.46358399043113 , -5.752114508325238 , -5.15011050265313 , -5.729932156775667 , -5.445947469501748 , -5.147418928715931 , -5.073048182627984 , -5.309442386549449 , -5.9004166218002725 , -5.833625739851333 , -5.6616188950731345 , -5.263383071348248 , -5.423235679030612 , -5.528246911818169 , -5.227722659924181 , -5.78244825630409 , -5.79986241856817 , -5.751171670882606 , -5.276177142378677 , -5.731023726405862 , -0.006763361813400818 , -5.628771519555239 , -5.521328128329221 , -5.740292161351585 , -6.0315129006319514 , -5.943871026407905 , -6.182692135493072 , -6.255789944791097 , -6.32442369022424 , -6.62705865615186 , -6.539918995512589 , -6.086123189892563 , -2.846959420845726 , -2.7515964284735084 , -2.6157574395366257 , -2.6428131851648042 , -2.3735193636355647 , -2.2858016790031646 , -2.7548794730210244 , -3.0993781193443364 , -3.0455980548812325 , -2.9154772155743367 , -3.046505475224512 , -2.3702402111422955 , -2.178297063959468 , -2.1079375163983265 , -2.546515586428074 , -2.1209013065590523 , -3.0624600192977547 , -2.6683383039582713 , -2.75149833233573 , -2.238388296601341 , -2.3374106851687095 , -2.634276124182268 , -2.6775691379255284 , -2.7349336538320546 , -2.9602761321447404 , -3.0482593826175726 , -2.9734274642814555 , -2.9227699986314595 , -2.4114044952591716 , -2.884404040595753 , -2.245325316045436 , -2.9312505259649964 , -2.9234554552395458 , -2.135089538642778 , -2.183886812420455 , -2.632491790376572 , -2.2593457140562854 , -2.7649213744213026 , -2.170234326005662 , -2.9690631240620475 , -2.9806712782329035 , -2.864747376643735 , -3.0105464032126137 , -2.147477081998451 , -3.1023741045606696 , -2.1894928929747057 , -2.6412278509142393 , -2.1485701079595474 , -2.5801803783804838 , -3.0368362456922493 , -2.3445843397539416 , -2.397434042280513 , -2.956795659356171 , -2.2799271059793598 , -2.4903281877280685 , -2.213984298799704 , -2.606441463660718 , -2.223380474838632 , -2.2823036502982816 , -2.6985269636575118 , -2.360346733669941 , -2.183436362303521 , -3.017155353999494 , -2.305547091745763 , -2.226061415827213 , -2.785889080221342 , -2.2915878487846 , -2.626335647189955 , -2.2328474925713313 , -2.7496588817892498 , -2.792513018975834 , -2.54630645579772 , -2.5102824090299802 , -3.023468962684308 , -2.9115921791733945 , -2.434017023335971 , -2.6490525670666196 , -2.690978303617414 , -2.434150241289142 , -2.934618368909564 , -3.0843475791441715 , -2.242433776813365 , -2.380097741664877 , -2.345496110152299 , -2.2477745152477233 , -2.509762731996842 , -2.4287404497080627 , -2.26852464085589 , -3.0659467303238688 , -2.7049100485052495 , -2.758116307711839 , -3.0357049483224654 , -2.5772789266089977 , -2.5261932812397765 , -2.209664534733488 , -2.523952771561331 , -2.433944005374523 , -2.102538247003854 , -2.7305143711892765 , -2.1888928230884117 , -2.665848085991161 , -3.103500640196836 , -2.271331017288785 , -3.0795948107653843 , -2.238125921992093 , -2.953088366833246 , -2.4463752162010888 , -2.8152954572661364 , -2.871375321516587 , -2.345429385759702 , -2.3181140296750034 , -2.3159143803527873 , -2.6360787069170244 , -3.1126817070753985 , -2.478213884024547 , -2.8655278713121906 , -2.14006601052895 , -2.954483830214965 , -3.0489140842359563 , -2.5893866975408284 , -2.1566085738282483 , -2.8447889373082518 , -2.8230237906310998 , -2.9745010362928332 , -2.924773471293986 , -2.385187441860602 , -2.310949603499993 , -2.9922578633726316 , 
-4.423726344266285 , 
