B,5,4,-873,W,5,5,3,B,5,6,-311,W,2,4,3,B,2,2,1517,W,6,4,5,B,6,5,2471,W,3,2,3,B,2,1,2639,W,4,2,3,B,7,3,3382,W,1,2,3,B,0,3,1670,W,7,6,1,B,7,5,5677,W,0,2,-1,B,7,7,8399,W,5,7,-1,B,4,7,10301,W,3,0,-3,B,6,7,9977,W,7,4,-3,B,4,6,12313,W,0,4,-1,B,1,1,15051,W,1,0,3,B,0,0,24132,W,0,1,3,B,0,5,28912,W,7,2,9,B,2,0,33921,W,4,5,13,B,1,3,34780,W,2,3,13,B,4,0,35945,W,6,6,13,B,7,1,36101,W,6,3,17,B,6,2,44743,W,3,7,21,B,5,3,47648,W,1,4,29,B,1,5,47965,W,0,6,31,B,0,7,51057,W,5,2,27,B,2,5,52796,W,1,6,31,B,3,1,54293,W,5,1,31,B,3,5,56463,B,5,0,59578,W,6,1,48,B,7,0,59625,W,6,0,52,B,1,7,60000,B,2,7,60000,B,4,1,60000,
B,4,5,-171,W,5,3,3,B,2,2,15,W,2,5,3,B,3,5,-355,W,5,5,3,B,4,6,-59,W,3,2,1,B,6,4,320,W,4,7,-1,B,1,5,1210,W,1,6,-1,B,4,2,2090,W,3,1,5,B,0,7,6831,W,4,1,9,B,3,7,6955,W,0,5,3,B,2,4,9263,W,1,1,-1,B,0,0,13271,W,6,5,5,B,7,5,13435,W,3,6,9,B,3,0,13910,W,1,2,15,B,5,7,15569,W,4,0,13,B,2,6,16098,W,1,0,13,B,0,6,18458,W,6,3,13,B,2,0,18767,W,6,6,19,B,7,7,22010,W,2,7,21,B,1,7,27889,W,2,1,23,B,0,4,30319,W,2,3,23,B,0,1,33729,W,1,3,23,B,1,4,33757,W,5,6,23,B,6,7,38105,W,0,3,27,B,5,0,44823,W,5,2,29,B,5,4,47316,W,5,1,31,B,7,6,51873,B,7,3,55462,W,7,4,36,B,7,2,57050,W,7,1,36,B,6,0,59332,W,6,1,38,B,0,2,60000,B,6,2,60000,B,7,0,60000,
B,5,4,286,W,3,5,3,B,2,6,105,W,3,6,3,B,2,5,1233,W,5,5,3,B,2,3,1030,W,3,2,3,B,2,1,747,W,5,3,1,B,6,5,1817,W,1,7,1,B,2,7,4649,W,7,5,1,B,0,7,7256,W,1,6,1,B,3,7,8669,W,4,6,5,B,5,6,9794,W,4,2,5,B,0,6,13229,W,5,7,11,B,6,6,11690,W,1,0,11,B,1,4,14371,W,4,7,9,B,6,7,18752,W,2,4,11,B,6,4,18398,W,7,4,15,B,6,2,17719,W,1,5,15,B,0,5,23553,W,1,3,15,B,0,2,23819,W,7,6,17,B,4,5,31694,W,6,3,17,B,7,7,36868,W,0,4,15,B,0,3,39258,W,7,1,9,B,2,2,44560,W,1,2,15,B,0,1,50978,B,1,1,52244,B,3,1,53772,W,2,0,25,B,5,2,55644,W,4,1,31,B,3,0,57044,W,4,0,31,B,5,0,58415,W,6,0,31,B,7,2,60100,W,7,3,35,B,7,0,58000,W,6,1,45,B,0,0,58000,B,5,1,58000,
B,3,2,-92,W,2,2,3,B,1,2,-796,W,3,5,3,B,2,5,343,W,1,5,3,B,5,5,-426,W,5,2,5,B,2,4,-1135,W,5,3,3,B,6,3,-104,W,4,2,5,B,6,2,1048,W,2,1,3,B,2,0,752,W,7,2,3,B,5,1,429,W,6,4,-1,B,7,3,1298,W,5,0,-1,B,4,0,1341,W,6,1,-3,B,7,0,6962,W,4,1,1,B,6,0,9070,W,7,1,1,B,3,6,7830,W,3,7,-1,B,4,5,8259,W,5,6,-5,B,0,5,9024,W,1,0,1,B,2,7,12330,W,5,4,1,B,5,7,12237,W,0,3,7,B,0,2,14291,W,1,7,7,B,0,0,16046,W,0,1,7,B,0,4,18905,W,7,4,11,B,6,5,27224,W,3,1,21,B,7,5,36524,W,7,6,27,B,7,7,37216,W,1,3,23,B,1,1,41960,W,0,6,27,B,6,6,43630,W,2,3,27,B,1,4,47863,W,4,6,37,B,4,7,58682,W,6,7,43,B,0,7,59000,B,1,6,59000,B,3,0,59000,
B,2,3,-5,W,2,4,3,B,5,5,-419,W,3,2,3,B,2,5,913,W,5,4,5,B,5,2,1294,W,1,4,5,B,4,5,2422,W,3,6,-1,B,2,1,612,W,6,6,-3,B,4,6,3527,W,4,1,-3,B,7,7,6911,W,1,0,-1,B,6,5,8605,W,6,3,-1,B,6,4,9242,W,5,3,-5,B,2,7,9019,W,6,7,-3,B,5,7,10870,W,4,7,-7,B,7,6,14962,W,7,5,-13,B,7,4,18224,W,7,3,-13,B,5,6,20638,B,3,7,24248,B,2,6,25171,B,3,5,29189,W,1,7,2,B,0,7,32542,B,1,6,35529,B,1,5,39184,W,0,6,8,B,0,4,41640,W,0,5,16,B,4,2,43627,W,0,3,22,B,0,2,46875,B,1,3,50505,B,2,2,53252,W,1,2,36,B,1,1,56989,W,0,1,34,B,3,1,58981,B,7,2,59432,B,6,1,60718,B,4,0,61636,W,5,1,47,B,6,2,62798,W,7,1,45,B,7,0,63184,B,6,0,63617,B,2,0,64000,W,3,0,55,B,0,0,64000,B,5,0,64000,
B,3,2,-423,W,2,4,3,B,1,5,682,W,2,2,3,B,1,2,364,W,0,6,3,B,5,5,2966,W,5,2,3,B,1,4,2482,W,4,5,5,B,3,5,2313,W,4,2,5,B,6,2,3024,W,0,4,5,B,5,4,3701,W,6,4,7,B,2,3,3627,W,4,1,5,B,7,4,3542,W,6,1,3,B,7,0,8912,W,3,6,7,B,4,0,9711,W,5,1,5,B,0,5,11635,W,7,2,9,B,0,7,16045,W,5,6,7,B,5,7,16594,W,1,1,7,B,0,0,17107,W,7,1,11,B,7,3,22102,W,5,0,17,B,6,0,27048,W,6,7,23,B,7,7,29671,W,5,3,23,B,6,3,30050,W,2,1,21,B,0,3,32044,W,0,1,15,B,1,6,33952,B,4,6,35163,W,6,6,22,B,7,5,37369,W,3,7,18,B,4,7,39945,W,7,6,18,B,2,6,41644,W,2,5,22,B,1,0,44149,W,2,0,22,B,6,5,46540,W,3,1,34,B,3,0,55264,W,2,7,46,B,0,2,60000,B,1,3,60000,B,1,7,60000,
B,4,5,-1393,W,5,5,3,B,6,5,197,W,5,3,3,B,2,2,1185,W,2,3,5,B,1,2,1473,W,2,5,5,B,6,2,2228,W,6,6,5,B,7,7,7895,W,4,6,9,B,5,6,8991,W,1,1,9,B,0,0,13754,W,1,3,13,B,3,6,15019,W,2,1,11,B,3,0,17026,W,4,7,11,B,0,3,17236,W,0,1,11,B,0,2,19147,W,4,2,7,B,3,2,18973,W,6,4,9,B,5,1,18990,W,3,1,7,B,4,0,19585,W,7,1,3,B,2,4,19817,W,5,7,7,B,2,6,20481,W,5,2,13,B,7,2,20006,W,7,3,19,B,3,5,20586,W,6,3,27,B,7,4,21423,W,1,6,27,B,0,7,23089,W,6,1,31,B,7,0,25811,W,6,0,35,B,7,5,27807,W,5,4,37,B,5,0,24484,W,2,7,37,B,6,7,23547,W,1,0,37,B,4,1,29968,W,1,4,33,B,2,0,31356,W,0,5,25,B,0,4,31808,W,7,6,35,B,1,5,40950,W,1,7,27,B,3,7,42000,B,0,6,42000,
B,2,3,-264,W,2,2,3,B,2,1,-584,W,1,3,3,B,5,5,1963,W,4,5,5,B,3,5,1370,W,3,1,7,B,1,2,1936,W,0,2,7,B,1,1,1325,W,3,0,7,B,0,4,2611,W,2,0,7,B,0,0,13987,W,3,2,7,B,1,0,14246,W,0,1,9,B,0,3,15863,W,3,6,9,B,4,1,17779,W,5,6,9,B,5,7,18744,W,5,3,9,B,4,0,19353,W,2,4,9,B,5,4,19381,W,1,4,9,B,1,5,22407,W,6,3,13,B,3,7,23370,W,4,2,19,B,5,2,22515,W,4,6,25,B,7,2,23220,W,6,4,25,B,7,4,23485,W,6,2,27,B,2,5,23482,W,2,6,27,B,1,6,24920,W,5,1,31,B,6,1,28960,W,2,7,33,B,4,7,27146,W,0,5,33,B,0,7,31928,W,1,7,31,B,0,6,40975,W,5,0,35,B,6,0,38768,W,7,5,39,B,6,5,39486,W,6,6,45,B,7,6,40976,W,7,3,47,W,7,1,42,B,7,0,48088,W,6,7,44,B,7,7,52000,
B,4,5,-379,W,5,3,3,B,2,2,24,W,2,5,3,B,2,4,506,W,2,3,3,B,6,2,468,W,5,4,1,B,2,6,755,W,1,6,3,B,6,4,2324,W,6,3,7,B,0,7,7985,W,3,5,9,B,7,2,9290,W,1,7,7,B,4,2,10655,W,1,2,13,B,0,2,10337,W,5,2,13,B,1,3,11122,W,7,1,13,B,7,0,14917,W,6,5,9,B,6,1,15867,W,4,1,9,B,7,3,16573,W,7,4,9,B,7,5,17923,W,3,2,11,B,2,7,18843,W,1,4,9,B,5,6,18970,W,0,3,7,B,1,5,19277,W,1,1,9,B,0,4,18382,W,6,6,9,B,4,0,19270,W,4,7,13,B,6,7,21728,W,5,0,23,B,6,0,25439,W,3,6,23,B,5,1,28189,W,0,6,23,B,0,5,36948,W,5,5,23,B,0,0,36706,W,7,6,31,B,7,7,39548,W,5,7,31,B,3,1,41110,W,2,1,31,B,1,0,45788,W,3,0,35,B,3,7,47224,W,2,0,35,B,4,6,40000,W,0,1,45,
B,3,2,-173,W,2,2,3,B,1,2,-775,W,4,2,3,B,5,5,1380,W,0,2,5,B,1,1,1447,W,4,5,1,B,5,1,1185,W,0,0,1,B,3,5,-4797,W,6,6,-3,B,5,3,-2510,W,2,5,-3,B,7,7,491,W,6,5,-5,B,6,4,1697,W,4,1,-5,B,1,5,2054,W,3,6,1,B,5,2,2601,W,6,3,3,B,5,4,2210,W,0,5,1,B,1,6,2789,W,1,7,-1,B,0,7,7854,W,6,0,-1,B,5,0,10336,W,6,2,-1,B,7,0,13393,W,6,7,-5,B,7,6,14387,W,2,4,-9,B,5,7,16434,W,4,0,-9,B,2,7,19361,W,2,6,-7,B,0,6,20874,W,4,6,1,B,0,4,23406,W,1,4,-3,B,5,6,24634,W,2,3,5,B,7,1,25869,W,6,1,11,B,3,0,27632,W,7,5,9,B,7,4,32305,W,3,1,17,B,0,3,33906,W,7,3,19,B,7,2,37836,W,4,7,21,B,3,7,47480,B,0,1,50746,W,1,3,38,B,1,0,54000,W,2,0,40,B,2,1,54000,
B,5,4,-401,W,5,3,3,B,6,2,618,W,6,5,3,B,6,4,454,W,4,5,3,B,6,6,1635,W,2,4,3,B,3,5,911,W,2,5,3,B,2,2,1784,W,7,1,3,B,1,4,3630,W,1,3,3,B,3,6,2870,W,7,5,7,B,0,4,2453,W,0,2,7,B,5,2,1719,W,1,5,9,B,7,2,3330,W,2,6,9,B,7,0,6456,W,5,1,1,B,6,1,7742,W,5,7,1,B,5,5,8946,W,5,6,1,B,7,7,12646,W,6,7,1,B,7,4,15965,W,2,3,1,B,4,1,15926,W,3,7,-5,B,4,7,16668,W,4,0,1,B,7,6,21010,W,6,0,3,B,5,0,25565,W,2,1,7,B,7,3,28660,W,6,3,7,B,3,0,33807,B,2,7,36734,W,4,6,18,B,4,2,42717,B,3,2,48173,B,1,6,51327,W,1,7,36,B,2,0,54563,W,3,1,42,B,0,7,55852,W,1,1,44,B,0,0,60541,W,0,1,46,B,0,6,61339,B,0,5,62000,B,0,3,62000,B,1,0,62000,B,1,2,62000,
