0.0 , 6.76418173731614E-4 , 6.816472393969909E-4 , 8.839423702741134E-4 , 4.4049723059184264E-4 , 4.2112367082615767E-4 , 4.811484683913461E-4 , 7.452395692791293E-4 , 3.1485811039549006E-4 , 5.627530211640737E-4 , 3.645484072259229E-4 , 5.104085950553212E-4 , 6.611581243076255E-4 , 3.655091013784668E-4 , 6.957026205726249E-4 , 8.215281694113861E-4 , 4.957967907342444E-4 , 4.202676983953747E-4 , 8.299474748426068E-4 , 7.537048183771578E-4 , 8.895753654848299E-4 , 6.288432324626659E-4 , 9.442944855344282E-4 , 6.215934278309957E-4 , 5.742525797456355E-4 , 0.0 , 3.446895005322285E-4 , 4.6015818352851916E-4 , 3.709715627336395E-4 , 2.958945377068155E-4 , 7.794238463068369E-4 , 6.775099582065048E-4 , 7.330620046652824E-4 , 7.899020927417795E-4 , 5.303500155173207E-4 , 9.744988195644871E-4 , 2.039642727121839E-4 , 9.029894747369438E-4 , 0.0012290127343273464 , 8.413716357959204E-4 , 4.725465011346504E-4 , 5.951400869083777E-4 , 5.701888396771065E-4 , 5.184701592121624E-4 , 6.758154981896208E-4 , 9.981005531383975E-4 , 8.383396333320556E-4 , 6.086987221084433E-4 , 6.48084258863192E-4 , 2.61766756179215E-4 , 2.642590426757333E-4 , 0.0011630119766727995 , 8.904487607691375E-4 , 7.603557685057318E-4 , 0.0012648947212568174 , 5.059037674768892E-5 , 9.464718459930802E-4 , 3.5463158798810623E-4 , 3.4891776431361524E-4 , 3.0054202538696255E-4 , 7.108499530102989E-4 , 8.440819031057392E-4 , 8.318625414914171E-4 , 0.0011075540072440404 , 4.0372153423798063E-4 , 6.017203305070812E-4 , 6.568446947428895E-4 , 8.598635968985919E-4 , 0.0017327951274311107 , 4.7231888178956996E-4 , 5.681079129634824E-4 , 8.446922634526439E-4 , 5.363233419969402E-4 , 6.963338172153877E-4 , 9.286841917943601E-4 , 4.494454278471456E-4 , 0.001248261479851223 , 0.0010925733738433654 , 8.090865828025565E-4 , 8.93593856808075E-4 , 9.51438132254104E-4 , 7.836154374645771E-4 , 1.4946154601124076E-4 , 6.280211746590506E-4 , 0.0014657467053963787 , 2.7220122718410857E-4 , 7.884654063427272E-4 , 4.0193574986265636E-4 , 3.178258835509236E-4 , 9.313377023289221E-4 , 6.322212360575697E-4 , 0.0013003410190982933 , 0.001064655858670623 , 7.482703289842901E-4 , 0.0010783085730170917 , 0.0010123054672111541 , 3.3632411981605653E-4 , 8.405489057881865E-4 , 4.726829862014371E-4 , 7.93870333592453E-4 , 0.0011100861608599269 , 1.9971171797726514E-4 , 2.9583731828979623E-4 , 4.768592981142557E-4 , 0.0010675559454762314 , 7.467406812371874E-4 , 4.383375308304957E-4 , 2.904592266855535E-4 , 3.941785400071071E-4 , 8.965116175294572E-4 , 2.528617481339653E-4 , 4.929130218970919E-4 , 0.001100372378445815 , 0.0010292442761339112 , 9.490935300798123E-4 , 8.436912799110251E-4 , 4.887535315835388E-4 , 4.6928960478345336E-4 , 2.1632905676949752E-4 , 7.79673773139664E-4 , 0.0043226813261566365 , 0.0037083411306335218 , 0.005323649710326824 , 0.00476260587737434 , 0.004463259624507289 , 0.004502173687950964 , 0.004141654598664898 , 0.004004327578453918 , 
1.0003618064736148
