0.014092630838272509 , 0.04561395597315734 , -0.013681640219009594 , -0.026182086553175506 , -0.048128637014484714 , 0.04449305373793761 , 0.055313819651421535 , -0.050183223495735084 , -0.0407638183588923 , -0.5230896010897814 , 0.05140926902476589 , 0.05304061963178675 , -0.07929096864874331 , 0.09476313898002678 , 0.031352299924549853 , 0.156840976804402 , -0.0475650575393421 , -0.06298540935065403 , 0.03184908922281111 , -0.016472144250435267 , 0.057011579530303905 , 0.007727065287852601 , 0.08789066480250086 , 0.10752912593146871 , 3.1274000848652965E-6 , 0.04754110429780902 , 0.06886401545199886 , 0.04410625097552765 , -0.03867018680510124 , 0.06677621978405512 , 0.0121178731200828 , 0.06207819281427659 , 0.02938234179715522 , -0.039754410109152906 , -0.406276631455426 , 0.020237565424969232 , -0.17339096650023347 , -0.003183787599473131 , 0.11848032442530831 , -0.07637122090486781 , 0.019639663344738968 , 0.19869085330412467 , -0.011867004392750327 , 0.04249463536885343 , -0.016966182349902253 , -0.03341393048345355 , 0.07971079893932195 , 0.006719242784801203 , -0.08269989562607566 , -0.05362002111122732 , -0.06823072753516587 , 0.062061737572036056 , 0.004391569786535095 , -0.07796030328063917 , -0.10399778818857944 , 0.0137775127257547 , -0.17698863815473725 , 0.009536728809499918 , -0.04099721209802334 , -0.008232986353606022 , -0.005311607208434832 , -0.11883995896024563 , -0.052543120183032026 , -0.12955300369969613 , 0.013151811709536847 , 0.0145737536966135 , -0.0401184400843754 , 0.004682138395422899 , -0.08674211176541188 , -0.02539233376984038 , -0.0468994527104633 , 0.10223187491513877 , -0.04487292021108381 , -0.02752875391879321 , -0.02632622064425937 , 0.058189546096378365 , 0.10251586460246698 , 0.051812780401883765 , 0.07871983646816488 , 0.2232640031849186 , -0.031762653517451785 , -0.002621944023518377 , 0.09708272016085302 , -0.003922880380224048 , -0.11485992249589107 , 0.012246675402747285 , 0.04225610289298191 , -0.11171974173423041 , 0.044522254536773165 , -0.08605813350311503 , 0.007196484794231592 , 0.016861590297389248 , -0.06090060039661054 , 0.04986120588562626 , 0.04447645338843041 , -0.02729776746687462 , -0.0375400431465904 , -0.0069659591522755835 , 0.019846136596055667 , 0.02189814797818083 , -0.09703173053402846 , -0.24687658335921603 , 0.0402546971396613 , 0.05460274468870957 , -0.013687752490060375 , -0.09426728589141711 , 0.09006601820026122 , 0.009798514668713764 , 9.053445493995057E-4 , 0.08638394363886667 , -0.0909728332024647 , 0.0713576165212301 , 0.1563007628411618 , 0.011251143004254815 , -0.18387789784608627 , -0.02561758337324143 , 0.052230840897444474 , -0.034542067959236346 , -0.12973621071050356 , 0.07739932372020535 , 
0.10675946128867445 , 
