[Trial],[loss] 
1,1.0301510527109055
2,0.061969135678231965
3,0.07254450349611646
4,0.10385733761165604
5,0.3294813467454931
6,0.3231487493891459
7,0.43275698851001215
8,0.23247237176393762
9,0.4493035282454715
10,0.178563437568448
11,0.3679355268936721
12,0.1906305660102222
13,0.27866156245545654
14,0.20563160390235308
15,0.2093629367746266
16,0.19282288367027098
17,0.17516949721745217
18,0.1487203392784921
19,0.15398084781093044
20,0.11694554934058436
21,0.10646267002258972
22,0.0563306030111777
23,0.059746796782821986
24,0.06586867470391894
25,0.07904155143816215
26,0.08355369136265452
27,0.056708975991624506
28,0.06021248240027307
29,0.06680923867336193
30,0.08132973531943614
31,0.06772688485726017
32,0.08355926899747392
33,0.05672041198315365
34,0.060263942331199104
35,0.06694736288048425
36,0.08171092317533338
37,0.06558216367079635
38,0.07840595762147441
39,0.08894444157038367
40,0.043723714164419294
41,0.046591784682644605
42,0.04650858861716507
43,0.046518084254858406
44,0.046516387241296295
45,0.046516703095573805
46,0.04651664416382684
47,0.046516655161521245
48,0.04651665310915008
49,0.046516653492161025
50,0.04651665342068374
51,0.04651665343402213
52,0.04651665343153375
53,0.04651665343199776
54,0.046516653431911185
55,0.04651665343192786
56,0.04651665343192554
57,0.04651665343192549
58,0.04651665343192548
59,0.04651665343192547
60,0.046516653431925466
61,0.04651665343192545
62,0.04651665343192545
63,0.046516653431925445
64,0.04651665343192543
65,0.046516653431925424
66,0.04651665343192541
67,0.04651665343192538
68,0.04651665343192538
69,0.04651665343192538
70,0.04651665343192539
71,0.04651665343192539
72,0.04651665343192539
73,0.046516653431925396
74,0.046516653431925396
75,0.046516653431925396
76,0.04651665343192539
77,0.04651665343192539
78,0.04651665343192538
79,0.04651665343192538
80,0.04651665343192538
81,0.04651665343192538
82,0.04651665343192538
83,0.04651665343192538
84,0.04651665343192538
85,0.04651665343192538
86,0.04651665343192538
87,0.046516653431925375
88,0.04651665343192538
89,0.04651665343192538
90,0.04651665343192538
91,0.04651665343192538
