B,[5,4],-328,W,[5,3],-328,B,[2,2],-76,W,[2,5],-76,B,[5,2],-271,W,[6,4],-271,B,[5,5],633,W,[6,1],633,B,[3,5],2272,W,[2,4],2272,B,[1,5],4374,W,[3,2],4374,B,[7,0],7738,W,[3,6],7738,B,[2,1],8199,W,[6,2],8199,B,[6,3],8076,W,[6,0],8076,B,[7,1],10048,W,[1,6],10048,B,[0,7],15070,W,[1,1],15070,B,[0,0],17903,W,[2,3],17903,B,[5,0],19867,W,[3,1],19867,B,[7,2],20768,W,[0,5],20768,B,[7,3],23725,W,[5,1],23725,B,[4,1],25556,W,[6,6],25556,B,[7,4],26762,W,[7,5],26762,B,[7,7],28586,W,[4,5],28586,B,[7,6],31388,W,[1,4],31388,B,[6,5],33595,W,[1,7],33595,B,[4,2],35613,W,[4,0],35613,B,[3,0],37701,W,[1,2],37701,B,[4,6],42921,W,[1,0],42921,B,[0,2],44041,W,[0,1],44041,B,[2,0],48662,W,[0,3],48662,B,[1,3],53596,W,[5,7],53596,B,[0,4],61954,B,[3,7],62412,W,[4,7],62412,B,[2,7],63504,B,[2,6],64000,W,[5,6],64000,B,[0,6],64000,B,[6,7],64000,
B,[3,2],-586,W,[2,4],-586,B,[1,5],-80,W,[5,2],-80,B,[5,3],-36,W,[5,4],-36,B,[6,5],869,W,[2,2],869,B,[1,2],1476,W,[3,1],1476,B,[2,1],1919,W,[5,5],1919,B,[4,5],2785,W,[1,3],2785,B,[0,2],1808,W,[1,1],1808,B,[0,0],6765,W,[1,4],6765,B,[5,1],7927,W,[0,3],7927,B,[1,0],11337,W,[3,0],11337,B,[2,3],13089,W,[0,1],13089,B,[0,4],14465,W,[3,5],14465,B,[2,0],16266,W,[0,6],16266,B,[4,0],18971,W,[6,4],18971,B,[4,2],20029,W,[5,6],20029,B,[5,7],19574,W,[6,0],19574,B,[3,6],21751,W,[4,6],21751,B,[5,0],21863,W,[2,7],21863,B,[7,0],23617,W,[6,2],23617,B,[4,1],27288,W,[6,7],27288,B,[7,7],32579,W,[7,4],32579,B,[6,3],36258,W,[7,2],36258,B,[7,6],38557,W,[7,5],38557,B,[4,7],42070,W,[3,7],42070,B,[7,3],46487,W,[7,1],46487,B,[6,1],47996,B,[1,7],49090,B,[1,6],52772,W,[2,6],52772,B,[0,5],56000,B,[0,7],56000,B,[2,5],56000,B,[6,6],56000,
B,[4,5],-492,W,[3,5],-492,B,[2,5],-104,W,[5,5],-104,B,[2,3],147,W,[2,6],147,B,[2,7],1922,W,[4,2],1922,B,[5,1],1902,W,[2,4],1902,B,[5,2],2587,W,[4,6],2587,B,[6,5],3582,W,[4,1],3582,B,[3,1],4004,W,[6,1],4004,B,[7,0],9251,W,[4,0],9251,B,[3,0],10612,W,[6,2],10612,B,[6,0],11451,W,[6,4],11451,B,[5,0],12770,W,[1,6],12770,B,[0,7],14318,W,[1,7],14318,B,[7,3],17666,W,[2,2],17666,B,[1,4],17151,W,[7,5],17151,B,[3,2],16792,W,[0,4],16792,B,[0,5],16667,W,[0,6],16667,B,[0,3],18591,W,[1,2],18591,B,[0,2],19324,W,[0,1],19324,B,[3,7],19806,W,[1,1],19806,B,[0,0],21940,W,[1,0],21940,B,[2,0],27454,W,[5,6],27454,B,[2,1],32278,W,[3,6],32278,B,[1,3],35317,W,[1,5],35317,B,[6,6],36712,W,[4,7],36712,B,[5,7],45580,W,[5,3],45580,B,[5,4],46617,W,[6,7],46617,B,[7,4],49482,W,[6,3],49482,B,[7,2],56000,W,[7,1],56000,B,[7,6],56000,B,[7,7],56000,
B,[4,5],-587,W,[3,5],-587,B,[2,6],1008,W,[5,4],1008,B,[6,5],1203,W,[5,6],1203,B,[4,7],1824,W,[1,7],1824,B,[2,5],4462,W,[6,7],4462,B,[2,7],8204,W,[6,3],8204,B,[0,7],10431,W,[7,6],10431,B,[7,4],14002,W,[1,5],14002,B,[0,4],15241,W,[5,3],15241,B,[1,6],16033,W,[2,3],16033,B,[5,5],16086,W,[4,6],16086,B,[3,7],17525,W,[7,5],17525,B,[1,2],18480,W,[0,1],18480,B,[7,7],20359,W,[3,6],20359,B,[5,7],26151,W,[0,6],26151,B,[0,5],29598,W,[2,4],29598,B,[6,6],36625,B,[7,2],38440,W,[7,3],38440,B,[6,4],44768,W,[7,1],44768,B,[1,3],46516,W,[0,3],46516,B,[1,4],50045,B,[7,0],52635,B,[6,2],53761,B,[5,2],55630,B,[1,1],57565,W,[2,1],57565,B,[0,2],58289,B,[3,0],59803,W,[3,1],59803,B,[3,2],60655,W,[4,1],60655,B,[5,0],61472,W,[5,1],61472,B,[4,0],63051,W,[6,1],63051,B,[2,0],63163,B,[1,0],63517,B,[2,2],64000,B,[0,0],64000,B,[4,2],64000,B,[6,0],64000,
B,[2,3],610,W,[4,2],610,B,[5,5],594,W,[2,4],594,B,[2,5],1534,W,[1,6],1534,B,[2,2],3203,W,[2,1],3203,B,[1,4],3443,W,[0,3],3443,B,[0,7],7113,W,[4,5],7113,B,[5,2],6778,W,[6,2],6778,B,[3,5],6001,W,[6,6],6001,B,[7,7],9797,W,[1,5],9797,B,[2,0],10207,W,[6,5],10207,B,[0,6],12290,W,[5,4],12290,B,[7,6],13361,W,[1,1],13361,B,[0,0],16455,W,[0,5],16455,B,[0,4],18286,W,[1,7],18286,B,[2,7],21994,W,[7,5],21994,B,[0,2],24628,W,[1,3],24628,B,[7,4],24512,W,[6,4],24512,B,[1,2],25178,W,[6,7],25178,B,[5,7],27761,W,[3,2],27761,B,[2,6],29505,W,[0,1],29505,B,[4,1],30912,W,[4,0],30912,B,[5,6],32759,W,[1,0],32759,B,[3,1],31241,W,[3,6],31241,B,[3,7],35327,W,[3,0],35327,B,[6,3],39028,W,[5,3],39028,B,[5,1],40850,W,[4,6],40850,B,[4,7],45374,W,[6,1],45374,B,[7,0],47352,W,[7,1],47352,B,[7,2],48748,W,[7,3],48748,B,[6,0],52000,B,[5,0],52000,
B,[2,3],-129,W,[2,4],-129,B,[2,5],-106,W,[4,2],-106,B,[5,5],1020,W,[4,5],1020,B,[5,6],1483,W,[2,2],1483,B,[2,1],2638,W,[1,6],2638,B,[5,4],3306,W,[6,6],3306,B,[7,7],8058,W,[4,6],8058,B,[0,7],11659,W,[1,5],11659,B,[5,3],11619,W,[6,3],11619,B,[7,3],12214,W,[6,7],12214,B,[1,4],13381,W,[5,2],13381,B,[4,1],13431,W,[3,1],13431,B,[3,6],12408,W,[1,3],12408,B,[5,7],12435,W,[6,4],12435,B,[1,2],12541,W,[3,5],12541,B,[4,0],13032,W,[5,1],13032,B,[5,0],13592,W,[0,1],13592,B,[0,2],15719,W,[6,0],15719,B,[0,0],18798,W,[4,7],18798,B,[7,0],20871,W,[2,0],20871,B,[3,0],23306,W,[3,7],23306,B,[2,7],24050,W,[6,5],24050,B,[6,1],24044,W,[7,2],24044,B,[7,1],29133,W,[2,6],29133,B,[6,2],31778,W,[7,4],31778,B,[1,0],32910,W,[0,5],32910,B,[1,1],33508,W,[0,6],33508,B,[3,2],36370,W,[0,3],36370,B,[0,4],39834,W,[7,6],39834,B,[7,5],44000,W,[1,7],44000,
B,[5,4],-173,W,[5,3],-173,B,[2,2],329,W,[6,5],329,B,[6,2],-102,W,[2,4],-102,B,[1,5],1392,W,[5,2],1392,B,[5,5],690,W,[4,5],690,B,[4,2],1572,W,[1,4],1572,B,[5,6],2264,W,[3,2],2264,B,[7,5],3023,W,[1,1],3023,B,[0,0],8286,W,[1,6],8286,B,[2,5],7309,W,[2,6],7309,B,[0,7],11293,W,[7,2],11293,B,[0,6],10741,W,[5,7],10741,B,[4,7],10873,W,[6,7],10873,B,[7,7],15180,W,[1,2],15180,B,[0,3],16757,W,[0,4],16757,B,[0,5],19874,W,[1,0],19874,B,[2,0],22352,W,[7,6],22352,B,[1,3],23313,W,[7,4],23313,B,[7,3],27304,W,[2,3],27304,B,[5,1],29473,W,[0,1],29473,B,[0,2],35836,W,[7,1],35836,B,[7,0],37343,W,[6,4],37343,B,[3,7],38938,W,[4,6],38938,B,[6,6],43963,W,[6,1],43963,B,[3,6],44467,W,[3,5],44467,B,[6,3],44815,W,[5,0],44815,B,[6,0],48090,W,[2,1],48090,B,[3,0],49940,W,[2,7],49940,B,[1,7],53074,W,[3,1],53074,B,[4,0],56000,B,[4,1],56000,
B,[3,2],-25,W,[2,2],-25,B,[1,2],-474,W,[4,2],-474,B,[5,5],344,W,[2,1],344,B,[2,0],2803,W,[4,5],2803,B,[5,2],3011,W,[6,5],3011,B,[6,6],2264,W,[4,1],2264,B,[5,4],1190,W,[6,7],1190,B,[7,7],11027,W,[6,3],11027,B,[7,6],11988,W,[0,2],11988,B,[0,3],12164,W,[2,5],12164,B,[2,3],13626,W,[1,3],13626,B,[5,7],13444,W,[3,1],13444,B,[7,2],14394,W,[6,4],14394,B,[7,3],15561,W,[7,5],15561,B,[7,4],18416,W,[6,2],18416,B,[5,6],19354,W,[0,4],19354,B,[4,6],19500,W,[3,5],19500,B,[3,0],20753,W,[4,7],20753,B,[3,7],24168,W,[4,0],24168,B,[5,0],24647,W,[1,1],24647,B,[0,0],30608,W,[0,1],30608,B,[1,0],37382,W,[2,4],37382,B,[0,5],39986,W,[5,3],39986,B,[1,4],42269,W,[6,1],42269,B,[7,1],46740,W,[5,1],46740,B,[7,0],54396,W,[1,5],54396,B,[3,6],56660,W,[2,6],56660,B,[1,6],57493,W,[0,6],57493,B,[0,7],59000,W,[1,7],59000,B,[2,7],60000,B,[6,0],60000,
B,[2,3],-768,W,[4,2],-768,B,[5,1],188,W,[1,3],188,B,[3,2],991,W,[4,5],991,B,[5,4],523,W,[4,1],523,B,[2,1],1487,W,[6,3],1487,B,[2,5],2746,W,[2,2],2746,B,[6,5],1998,W,[6,1],1998,B,[7,2],2475,W,[1,0],2475,B,[5,0],6100,W,[2,4],6100,B,[2,0],6564,W,[1,4],6564,B,[0,0],9931,W,[2,6],9931,B,[0,5],9406,W,[1,1],9406,B,[0,1],10793,W,[7,1],10793,B,[7,0],15627,W,[1,2],15627,B,[0,2],18678,W,[5,3],18678,B,[0,3],20945,W,[4,0],20945,B,[6,0],25804,W,[6,2],25804,B,[3,0],27717,W,[5,5],27717,B,[3,1],35572,W,[7,5],35572,B,[5,2],39774,W,[7,3],39774,B,[7,4],45234,W,[0,4],45234,B,[6,4],50686,W,[0,6],50686,B,[0,7],54114,B,[7,6],57264,B,[4,6],59244,W,[5,6],59244,B,[2,7],59990,W,[1,6],59990,B,[6,7],62892,W,[3,6],62892,B,[4,7],63488,W,[6,6],63488,B,[7,7],64000,B,[3,7],64000,B,[1,5],64000,B,[1,7],64000,B,[3,5],64000,B,[5,7],64000,
B,[5,4],20,W,[3,5],20,B,[2,6],75,W,[5,5],75,B,[5,6],1366,W,[3,6],1366,B,[4,5],1402,W,[1,7],1402,B,[2,7],5219,W,[6,7],5219,B,[0,7],10989,W,[3,7],10989,B,[5,7],13028,W,[4,7],13028,B,[7,7],17893,W,[6,6],17893,B,[7,6],21104,W,[5,3],21104,B,[1,5],22216,W,[1,6],22216,B,[0,5],23278,W,[0,4],23278,B,[4,6],28944,W,[0,6],28944,B,[0,3],33323,B,[2,3],34299,W,[2,4],34299,B,[2,5],36791,W,[1,2],36791,B,[6,5],38292,W,[1,4],38292,B,[6,4],44578,W,[7,5],44578,B,[6,3],45957,W,[7,3],45957,B,[7,4],47335,B,[3,2],50148,W,[1,3],50148,B,[0,2],53394,W,[2,1],53394,B,[1,1],55631,W,[0,1],55631,B,[7,2],57407,B,[2,2],57430,B,[3,1],58739,W,[4,1],58739,B,[1,0],59186,B,[5,1],59878,W,[6,1],59878,B,[6,2],61108,B,[6,0],61891,W,[7,1],61891,B,[4,0],62140,B,[3,0],62328,B,[2,0],62778,B,[4,2],63000,B,[0,0],63000,B,[5,0],63000,B,[7,0],63000,
